R,i25a,i25b,i25c,ira,irb,irc,isa,isb,isc,v25a,v25b,v25c,pg,qg,pr,qr,ps,CLASE_FALLA
-1.032906896609403,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0326049873070882,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0323030780047733,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0307935314931986,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.029283984981624,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0277744384700493,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0262648919584747,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0247553454469,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0232457989353254,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0217362524237508,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0202267059121761,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0187171594006015,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0172076128890268,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0156980663774522,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0141885198658775,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.012678973354303,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0111694268427285,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0096598803311538,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0081503338195792,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.0066407873080045,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-1.00513124079643,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.9900357756806836,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.9749403105649372,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.9598448454491909,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.9447493803334446,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.9296539152176982,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.9145584501019519,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.8994629849862056,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.8843675198704593,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.8692720547547129,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.8541765896389666,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.8390811245232203,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.8239856594074739,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.8088901942917276,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.7937947291759813,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.7786992640602349,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.7636037989444886,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.7485083338287423,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.7334128687129959,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.7032219384815033,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.6730310082500107,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.6428400780185181,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.6126491477870254,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.5824582175555327,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.5522672873240401,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.5220763570925474,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.49188542686105474,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.46169449662956213,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.43150356639806947,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.4013126361665768,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.37112170593508415,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.3409307757035915,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.3107398454720989,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.2805489152406062,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.25035798500911355,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
-0.2201670547776209,-0.3460003274555208,-0.42415223139730834,-0.3495355402548794,-0.2579665500543024,-0.31659653129758925,-0.28978867374231326,0.21323110682283475,-0.1909461813826989,-0.3462979818065511,-0.2888946895078178,-0.3425415946005026,-0.5490776160265102,-0.37342220432033,-0.35825137825754066,-0.02365575224838264,-0.15381037401073366,-0.12758550593687015,1
